NO.;Tid;Intervall;Temperatur Inne(°C);Luftfuktighet Inne(%);Temperatur Ute(°C);Luftfuktighet Ute(%);Relativt Lufttryck(hpa);Absolut Lufttryck(hpa);Vindhastighet(km/h);Vindby(km/h);Vindriktning;Daggpunkt(°C);Vindavkylning(°C);Regnmängd Timme(mm);Regnmängd 24 Timmar(mm);Regnmängd Vecka(mm);Regnmängd Månad(mm);Regnmängd Total(mm)
1; 2019-01-24 20:16:33;15; 22.1;14; -5.6;71; 1023.0; 1011.3; 0.0; 1.1; E; -10.0; -5.6; 0.00; 0.00; 0.00; 0.00; 0.00
2; 2019-01-24 20:31:33;15; 22.1;15; -5.5;72; 1023.1; 1011.4; 0.0; 0.0; SE; -9.8; -5.5; 0.00; 0.00; 0.00; 0.00; 0.00
3; 2019-01-24 20:46:33;15; 22.1;14; -5.4;72; 1023.2; 1011.5; 0.0; 0.0; E; -9.7; -5.4; 0.00; 0.00; 0.00; 0.00; 0.00
4; 2019-01-24 21:01:33;15; 22.1;14; -4.8;72; 1023.1; 1011.4; 0.0; 0.0; SW; -9.1; -4.8; 0.00; 0.00; 0.00; 0.00; 0.00
5; 2019-01-24 21:16:33;15; 22.1;14; -4.4;73; 1023.3; 1011.6; 2.5; 2.5; N; -8.5; -4.4; 0.00; 0.00; 0.00; 0.00; 0.00
6; 2019-01-24 21:31:33;15; 22.1;14; -4.1;73; 1023.3; 1011.6; 1.1; 2.5; S; -8.2; -4.1; 0.00; 0.00; 0.00; 0.00; 0.00
7; 2019-01-24 21:46:33;15; 22.1;14; -3.9;73; 1023.1; 1011.4; 1.1; 2.5; NE; -8.0; -3.9; 0.00; 0.00; 0.00; 0.00; 0.00
8; 2019-01-24 22:01:33;15; 22.1;14; -3.7;73; 1023.1; 1011.4; 0.0; 0.0; E; -7.8; -3.7; 0.00; 0.00; 0.00; 0.00; 0.00
9; 2019-01-24 22:16:33;15; 22.1;14; -4.0;73; 1023.0; 1011.3; 1.1; 2.5; W; -8.1; -4.0; 0.00; 0.00; 0.00; 0.00; 0.00
10; 2019-01-24 22:31:33;15; 22.1;14; -3.3;73; 1023.1; 1011.4; 2.5; 3.6; E; -7.5; -3.3; 0.00; 0.00; 0.00; 0.00; 0.00
11; 2019-01-24 22:46:33;15; 22.1;14; -3.6;73; 1023.1; 1011.4; 2.5; 3.6; NE; -7.7; -3.6; 0.00; 0.00; 0.00; 0.00; 0.00
12; 2019-01-24 23:01:33;15; 22.1;18; -3.1;73; 1022.9; 1011.2; 2.5; 3.6; E; -7.3; -3.1; 0.00; 0.00; 0.00; 0.00; 0.00
13; 2019-01-24 23:16:33;15; 22.1;14; -2.9;73; 1022.9; 1011.2; 0.0; 1.1; W; -7.1; -2.9; 0.00; 0.00; 0.00; 0.00; 0.00
14; 2019-01-24 23:31:33;15; 22.1;14; -3.0;72; 1022.8; 1011.1; 1.1; 3.6; WSW; -7.3; -3.0; 0.00; 0.00; 0.00; 0.00; 0.00
15; 2019-01-24 23:46:33;15; 22.1;14; -3.2;72; 1022.7; 1011.0; 0.0; 0.0; NW; -7.5; -3.2; 0.00; 0.00; 0.00; 0.00; 0.00
16; 2019-01-25 00:01:33;15; 22.1;14; -3.1;72; 1022.7; 1011.0; 1.1; 2.5; SW; -7.4; -3.1; 0.00; 0.00; 0.00; 0.00; 0.00
17; 2019-01-25 00:16:33;15; 22.1;14; -3.0;72; 1022.4; 1010.7; 1.1; 2.5; E; -7.3; -3.0; 0.00; 0.00; 0.00; 0.00; 0.00
18; 2019-01-25 00:31:33;15; 22.1;14; -2.9;72; 1022.5; 1010.8; 2.5; 5.0; S; -7.2; -2.9; 0.00; 0.00; 0.00; 0.00; 0.00
19; 2019-01-25 00:46:33;15; 22.1;14; -2.9;72; 1021.9; 1010.2; 1.1; 2.5; E; -7.2; -2.9; 0.00; 0.00; 0.00; 0.00; 0.00
20; 2019-01-25 01:01:33;15; 22.1;14; -3.2;71; 1021.9; 1010.2; 3.6; 5.0; S; -7.7; -3.2; 0.00; 0.00; 0.00; 0.00; 0.00
21; 2019-01-25 01:16:33;15; 22.1;14; -3.7;71; 1021.9; 1010.2; 2.5; 3.6; N; -8.2; -3.7; 0.00; 0.00; 0.00; 0.00; 0.00
22; 2019-01-25 01:31:33;15; 22.1;15; -3.6;71; 1021.9; 1010.2; 2.5; 3.6; N; -8.1; -3.6; 0.00; 0.00; 0.00; 0.00; 0.00
23; 2019-01-25 01:46:33;15; 22.1;14; -4.0;71; 1021.8; 1010.1; 0.0; 0.0; E; -8.5; -4.0; 0.00; 0.00; 0.00; 0.00; 0.00
24; 2019-01-25 02:01:33;15; 22.1;14; -4.0;72; 1021.5; 1009.8; 1.1; 2.5; N; -8.3; -4.0; 0.00; 0.00; 0.00; 0.00; 0.00
25; 2019-01-25 02:16:33;15; 22.1;14; -4.2;72; 1021.6; 1009.9; 0.0; 1.1; N; -8.5; -4.2; 0.00; 0.00; 0.00; 0.00; 0.00
26; 2019-01-25 02:31:33;15; 22.1;14; -4.5;72; 1021.4; 1009.7; 0.0; 1.1; SW; -8.8; -4.5; 0.00; 0.00; 0.00; 0.00; 0.00
27; 2019-01-25 02:46:33;15; 22.1;14; -4.4;72; 1021.3; 1009.6; 0.0; 0.0; W; -8.7; -4.4; 0.00; 0.00; 0.00; 0.00; 0.00
28; 2019-01-25 03:01:33;15; 22.1;14; -4.5;72; 1021.1; 1009.4; 0.0; 1.1; NE; -8.8; -4.5; 0.00; 0.00; 0.00; 0.00; 0.00
29; 2019-01-25 03:16:33;15; 22.1;14; -4.5;72; 1021.0; 1009.3; 1.1; 2.5; W; -8.8; -4.5; 0.00; 0.00; 0.00; 0.00; 0.00
30; 2019-01-25 03:31:33;15; 22.0;18; -4.4;73; 1020.9; 1009.2; 0.0; 1.1; W; -8.5; -4.4; 0.00; 0.00; 0.00; 0.00; 0.00
31; 2019-01-25 03:46:33;15; 22.0;14; -4.2;73; 1020.8; 1009.1; 2.5; 3.6; S; -8.3; -4.2; 0.00; 0.00; 0.00; 0.00; 0.00
32; 2019-01-25 04:01:33;15; 22.1;18; -4.7;72; 1020.6; 1008.9; 1.1; 2.5; S; -9.0; -4.7; 0.00; 0.00; 0.00; 0.00; 0.00
33; 2019-01-25 04:16:33;15; 22.0;15; -4.8;72; 1020.5; 1008.8; 0.0; 1.1; N; -9.1; -4.8; 0.00; 0.00; 0.00; 0.00; 0.00
34; 2019-01-25 04:31:33;15; 22.0;15; -4.6;72; 1020.5; 1008.8; 2.5; 2.5; W; -8.9; -4.6; 0.00; 0.00; 0.00; 0.00; 0.00
35; 2019-01-25 04:46:33;15; 22.0;14; -4.3;73; 1020.3; 1008.6; 1.1; 1.1; NE; -8.4; -4.3; 0.00; 0.00; 0.00; 0.00; 0.00
36; 2019-01-25 05:01:33;15; 22.0;15; -4.0;73; 1020.3; 1008.6; 0.0; 1.1; SW; -8.1; -4.0; 0.00; 0.00; 0.00; 0.00; 0.00
37; 2019-01-25 05:16:33;15; 22.0;15; -4.0;73; 1020.3; 1008.6; 1.1; 2.5; N; -8.1; -4.0; 0.00; 0.00; 0.00; 0.00; 0.00
38; 2019-01-25 05:31:33;15; 22.0;15; -4.1;73; 1020.2; 1008.5; 0.0; 0.0; E; -8.2; -4.1; 0.00; 0.00; 0.00; 0.00; 0.00
39; 2019-01-25 05:46:33;15; 22.0;15; -4.2;73; 1020.2; 1008.5; 0.0; 0.0; S; -8.3; -4.2; 0.00; 0.00; 0.00; 0.00; 0.00
40; 2019-01-25 06:01:33;15; 22.0;15; -4.6;73; 1020.2; 1008.5; 0.0; 0.0; E; -8.7; -4.6; 0.00; 0.00; 0.00; 0.00; 0.00
41; 2019-01-25 06:16:33;15; 22.0;16; -4.5;73; 1020.1; 1008.4; 1.1; 3.6; SW; -8.6; -4.5; 0.00; 0.00; 0.00; 0.00; 0.00
42; 2019-01-25 06:31:33;15; 22.0;15; -3.9;74; 1020.1; 1008.4; 0.0; 1.1; W; -7.9; -3.9; 0.00; 0.00; 0.00; 0.00; 0.00
43; 2019-01-25 06:46:33;15; 22.0;15; -3.6;74; 1020.1; 1008.4; 1.1; 2.5; NW; -7.6; -3.6; 0.00; 0.00; 0.00; 0.00; 0.00
44; 2019-01-25 07:01:33;15; 22.0;14; -3.6;74; 1020.0; 1008.3; 1.1; 2.5; N; -7.6; -3.6; 0.00; 0.00; 0.00; 0.00; 0.00
45; 2019-01-25 07:16:33;15; 22.0;14; -3.4;74; 1019.9; 1008.2; 2.5; 3.6; N; -7.4; -3.4; 0.00; 0.00; 0.00; 0.00; 0.00
46; 2019-01-25 07:31:33;15; 21.9;18; -3.0;75; 1019.7; 1008.0; 2.5; 3.6; NW; -6.8; -3.0; 0.00; 0.00; 0.00; 0.00; 0.00
47; 2019-01-25 07:46:33;15; 21.9;18; -3.1;75; 1019.6; 1007.9; 1.1; 2.5; S; -6.9; -3.1; 0.00; 0.00; 0.00; 0.00; 0.00
48; 2019-01-25 08:01:33;15; 21.9;16; -3.0;75; 1019.6; 1007.9; 2.5; 3.6; N; -6.8; -3.0; 0.00; 0.00; 0.00; 0.00; 0.00
49; 2019-01-25 08:16:33;15; 21.9;19; -2.8;76; 1019.5; 1007.8; 1.1; 3.6; SE; -6.4; -2.8; 0.00; 0.00; 0.00; 0.00; 0.00
50; 2019-01-25 08:31:33;15; 22.0;14; -2.8;75; 1019.5; 1007.8; 2.5; 3.6; NW; -6.6; -2.8; 0.00; 0.00; 0.00; 0.00; 0.00
51; 2019-01-25 08:46:33;15; 22.0;15; -2.9;75; 1019.4; 1007.7; 1.1; 2.5; W; -6.7; -2.9; 0.00; 0.00; 0.00; 0.00; 0.00
52; 2019-01-25 09:01:33;15; 22.1;18; -2.8;75; 1019.3; 1007.6; 0.0; 1.1; W; -6.6; -2.8; 0.00; 0.00; 0.00; 0.00; 0.00
53; 2019-01-25 09:16:33;15; 22.1;14; -2.7;75; 1019.1; 1007.4; 2.5; 3.6; WSW; -6.5; -2.7; 0.00; 0.00; 0.00; 0.00; 0.00
54; 2019-01-25 09:31:33;15; 22.2;14; -2.5;75; 1019.2; 1007.5; 1.1; 2.5; SE; -6.3; -2.5; 0.00; 0.00; 0.00; 0.00; 0.00
55; 2019-01-25 09:46:33;15; 22.2;14; -1.3;75; 1019.2; 1007.5; 2.5; 3.6; N; -5.2; -1.3; 0.00; 0.00; 0.00; 0.00; 0.00
56; 2019-01-25 10:01:33;15; 22.2;14; 0.7;74; 1019.1; 1007.4; 1.1; 2.5; NW; -3.4; 0.7; 0.00; 0.00; 0.00; 0.00; 0.00
57; 2019-01-25 10:16:33;15; 22.2;14; 0.1;64; 1018.9; 1007.2; 3.6; 5.0; N; -5.9; 0.1; 0.00; 0.00; 0.00; 0.00; 0.00
58; 2019-01-25 10:31:33;15; 22.2;14; 0.9;65; 1018.9; 1007.2; 2.5; 3.6; SW; -4.9; 0.9; 0.00; 0.00; 0.00; 0.00; 0.00
59; 2019-01-25 10:46:33;15; 22.1;14; 0.2;63; 1018.7; 1007.0; 1.1; 2.5; NNE; -6.0; 0.2; 0.00; 0.00; 0.00; 0.00; 0.00
60; 2019-01-25 11:01:33;15; 22.1;14; -0.5;64; 1018.6; 1006.9; 2.5; 5.0; E; -6.5; -0.5; 0.00; 0.00; 0.00; 0.00; 0.00
61; 2019-01-25 11:16:33;15; 22.0;17; -0.9;65; 1018.4; 1006.7; 2.5; 3.6; NNE; -6.7; -0.9; 0.00; 0.00; 0.00; 0.00; 0.00
62; 2019-01-25 11:31:33;15; 22.0;14; -0.8;65; 1018.2; 1006.5; 5.0; 7.2; N; -6.6; -0.8; 0.00; 0.00; 0.00; 0.00; 0.00
63; 2019-01-25 11:46:33;15; 22.0;17; -0.8;65; 1018.1; 1006.4; 1.1; 2.5; NE; -6.6; -0.8; 0.00; 0.00; 0.00; 0.00; 0.00
64; 2019-01-25 12:01:33;15; 21.9;18; -0.2;65; 1018.0; 1006.3; 3.6; 3.6; NW; -6.0; -0.2; 0.00; 0.00; 0.00; 0.00; 0.00
65; 2019-01-25 12:16:33;15; 21.9;18; -0.4;65; 1017.7; 1006.0; 2.5; 3.6; W; -6.2; -0.4; 0.00; 0.00; 0.00; 0.00; 0.00
66; 2019-01-25 12:31:33;15; 21.9;15; -0.5;66; 1017.5; 1005.8; 2.5; 5.0; NE; -6.1; -0.5; 0.00; 0.00; 0.00; 0.00; 0.00
67; 2019-01-25 12:46:33;15; 21.9;16; -0.4;66; 1017.1; 1005.4; 2.5; 3.6; NW; -6.0; -0.4; 0.00; 0.00; 0.00; 0.00; 0.00
68; 2019-01-25 13:01:33;15; 21.8;16; -0.4;66; 1017.0; 1005.3; 1.1; 2.5; WSW; -6.0; -0.4; 0.00; 0.00; 0.00; 0.00; 0.00
69; 2019-01-25 13:16:33;15; 21.8;16; -0.2;67; 1017.0; 1005.3; 2.5; 5.0; NW; -5.6; -0.2; 0.00; 0.00; 0.00; 0.00; 0.00
70; 2019-01-25 13:31:33;15; 21.7;16; -0.3;67; 1016.6; 1004.9; 5.0; 8.6; W; -5.7; -0.3; 0.00; 0.00; 0.00; 0.00; 0.00
71; 2019-01-25 13:46:33;15; 21.7;16; -0.4;67; 1016.5; 1004.8; 3.6; 6.1; NE; -5.8; -0.4; 0.00; 0.00; 0.00; 0.00; 0.00
72; 2019-01-25 14:01:33;15; 21.7;16; -0.6;68; 1016.3; 1004.6; 3.6; 5.0; SW; -5.8; -0.6; 0.00; 0.00; 0.00; 0.00; 0.00
73; 2019-01-25 14:16:33;15; 21.7;16; -0.5;69; 1016.0; 1004.3; 1.1; 2.5; W; -5.5; -0.5; 0.00; 0.00; 0.00; 0.00; 0.00
74; 2019-01-25 14:31:33;15; 21.7;16; -0.7;70; 1016.1; 1004.4; 1.1; 2.5; W; -5.5; -0.7; 0.00; 0.00; 0.00; 0.00; 0.00
75; 2019-01-25 14:46:33;15; 21.9;16; -0.6;70; 1015.8; 1004.1; 3.6; 6.1; NW; -5.4; -0.6; 0.00; 0.00; 0.00; 0.00; 0.00
76; 2019-01-25 15:01:33;15; 22.0;15; -0.7;70; 1015.8; 1004.1; 2.5; 3.6; SW; -5.5; -0.7; 0.00; 0.00; 0.00; 0.00; 0.00
77; 2019-01-25 15:16:33;15; 22.1;15; -0.7;70; 1015.6; 1003.9; 2.5; 5.0; W; -5.5; -0.7; 0.00; 0.00; 0.00; 0.00; 0.00
78; 2019-01-25 15:31:33;15; 22.1;15; -0.9;70; 1015.6; 1003.9; 1.1; 3.6; SW; -5.7; -0.9; 0.00; 0.00; 0.00; 0.00; 0.00
79; 2019-01-25 15:46:33;15; 22.1;15; -1.1;71; 1015.5; 1003.8; 3.6; 5.0; NW; -5.7; -1.1; 0.00; 0.00; 0.00; 0.00; 0.00
80; 2019-01-25 16:01:33;15; 22.1;15; -1.2;71; 1015.2; 1003.5; 2.5; 3.6; NW; -5.8; -1.2; 0.00; 0.00; 0.00; 0.00; 0.00
81; 2019-01-25 16:16:33;15; 22.0;15; -1.1;72; 1015.1; 1003.4; 3.6; 6.1; W; -5.5; -1.1; 0.00; 0.00; 0.00; 0.00; 0.00
82; 2019-01-25 16:31:33;15; 22.0;15; -1.3;72; 1015.0; 1003.3; 3.6; 5.0; W; -5.7; -1.3; 0.00; 0.00; 0.00; 0.00; 0.00
83; 2019-01-25 16:46:33;15; 21.9;16; -1.1;72; 1014.7; 1003.0; 2.5; 3.6; W; -5.5; -1.1; 0.00; 0.00; 0.00; 0.00; 0.00
84; 2019-01-25 17:01:33;15; 21.9;16; -1.5;73; 1014.8; 1003.1; 2.5; 3.6; W; -5.7; -1.5; 0.00; 0.00; 0.00; 0.00; 0.00
85; 2019-01-25 17:16:33;15; 21.8;16; -1.6;73; 1014.5; 1002.8; 2.5; 3.6; SW; -5.8; -1.6; 0.00; 0.00; 0.00; 0.00; 0.00
86; 2019-01-25 17:31:33;15; 21.8;16; -1.6;73; 1014.3; 1002.6; 1.1; 2.5; NW; -5.8; -1.6; 0.00; 0.00; 0.00; 0.00; 0.00
87; 2019-01-25 17:46:33;15; 21.9;16; -1.5;74; 1014.1; 1002.4; 2.5; 3.6; S; -5.5; -1.5; 0.00; 0.00; 0.00; 0.00; 0.00
88; 2019-01-25 18:01:33;15; 21.9;16; -1.6;74; 1014.0; 1002.3; 3.6; 5.0; NW; -5.6; -1.6; 0.00; 0.00; 0.00; 0.00; 0.00
89; 2019-01-25 18:16:33;15; 21.9;16; -1.7;74; 1013.7; 1002.0; 2.5; 5.0; SW; -5.7; -1.7; 0.00; 0.00; 0.00; 0.00; 0.00
90; 2019-01-25 18:31:33;15; 21.9;16; -1.8;75; 1013.5; 1001.8; 2.5; 3.6; NW; -5.6; -1.8; 0.00; 0.00; 0.00; 0.00; 0.00
91; 2019-01-25 18:46:33;15; 21.9;16; -1.7;75; 1013.5; 1001.8; 1.1; 2.5; SW; -5.5; -1.7; 0.00; 0.00; 0.00; 0.00; 0.00
92; 2019-01-25 19:01:33;15; 21.9;16; -1.7;75; 1013.2; 1001.5; 2.5; 5.0; WNW; -5.5; -1.7; 0.00; 0.00; 0.00; 0.00; 0.00
93; 2019-01-25 19:16:33;15; 21.9;16; -1.8;76; 1013.2; 1001.5; 2.5; 3.6; NW; -5.5; -1.8; 0.00; 0.00; 0.00; 0.00; 0.00
94; 2019-01-25 19:31:33;15; 21.9;16; -1.9;76; 1012.7; 1001.0; 2.5; 3.6; N; -5.6; -1.9; 0.00; 0.00; 0.00; 0.00; 0.00
95; 2019-01-25 19:46:33;15; 22.0;18; -1.8;76; 1012.8; 1001.1; 2.5; 3.6; NW; -5.5; -1.8; 0.00; 0.00; 0.00; 0.00; 0.00
96; 2019-01-25 20:01:33;15; 22.0;15; -2.0;76; 1012.7; 1001.0; 3.6; 5.0; W; -5.7; -2.0; 0.00; 0.00; 0.00; 0.00; 0.00
97; 2019-01-25 20:16:33;15; 22.0;15; -2.0;76; 1012.5; 1000.8; 1.1; 2.5; W; -5.7; -2.0; 0.00; 0.00; 0.00; 0.00; 0.00
98; 2019-01-25 20:31:33;15; 22.0;15; -1.9;76; 1012.4; 1000.7; 1.1; 2.5; W; -5.6; -1.9; 0.00; 0.00; 0.00; 0.00; 0.00
99; 2019-01-25 20:46:33;15; 22.0;15; -2.0;77; 1012.4; 1000.7; 1.1; 2.5; SSE; -5.5; -2.0; 0.00; 0.00; 0.00; 0.00; 0.00
100; 2019-01-25 21:01:33;15; 22.0;15; -1.9;77; 1012.1; 1000.4; 2.5; 3.6; SW; -5.4; -1.9; 0.00; 0.00; 0.00; 0.00; 0.00
101; 2019-01-25 21:16:33;15; 22.0;15; -2.0;77; 1011.9; 1000.2; 1.1; 3.6; SW; -5.5; -2.0; 0.00; 0.00; 0.00; 0.00; 0.00
102; 2019-01-25 21:31:33;15; 22.0;15; -2.0;77; 1011.8; 1000.1; 1.1; 2.5; NW; -5.5; -2.0; 0.00; 0.00; 0.00; 0.00; 0.00
103; 2019-01-25 21:46:33;15; 22.0;16; -2.1;77; 1011.7; 1000.0; 0.0; 1.1; S; -5.6; -2.1; 0.00; 0.00; 0.00; 0.00; 0.00
104; 2019-01-25 22:01:33;15; 22.0;15; -2.3;77; 1011.5; 999.8; 1.1; 2.5; W; -5.8; -2.3; 0.00; 0.00; 0.00; 0.00; 0.00
105; 2019-01-25 22:16:33;15; 22.0;16; -2.2;77; 1011.3; 999.6; 1.1; 3.6; W; -5.7; -2.2; 0.00; 0.00; 0.00; 0.00; 0.00
106; 2019-01-25 22:31:33;15; 22.0;15; -2.1;77; 1011.3; 999.6; 1.1; 2.5; NE; -5.6; -2.1; 0.00; 0.00; 0.00; 0.00; 0.00
107; 2019-01-25 22:46:33;15; 22.0;16; -2.2;77; 1011.3; 999.6; 1.1; 2.5; SW; -5.7; -2.2; 0.00; 0.00; 0.00; 0.00; 0.00
108; 2019-01-25 23:01:33;15; 22.0;16; -2.3;77; 1011.1; 999.4; 0.0; 1.1; SW; -5.8; -2.3; 0.00; 0.00; 0.00; 0.00; 0.00
109; 2019-01-25 23:16:33;15; 22.0;16; -2.2;77; 1010.9; 999.2; 0.0; 1.1; SW; -5.7; -2.2; 0.00; 0.00; 0.00; 0.00; 0.00
110; 2019-01-25 23:31:33;15; 22.0;16; -2.4;77; 1010.7; 999.0; 1.1; 2.5; SW; -5.9; -2.4; 0.00; 0.00; 0.00; 0.00; 0.00
111; 2019-01-25 23:46:33;15; 22.1;16; -2.4;78; 1010.6; 998.9; 0.0; 1.1; WSW; -5.7; -2.4; 0.00; 0.00; 0.00; 0.00; 0.00
112; 2019-01-26 00:01:33;15; 22.1;16; -2.4;78; 1010.4; 998.7; 0.0; 0.0; SE; -5.7; -2.4; 0.00; 0.00; 0.00; 0.00; 0.00
113; 2019-01-26 00:16:33;15; 22.1;16; -2.6;78; 1010.4; 998.7; 1.1; 2.5; E; -5.9; -2.6; 0.00; 0.00; 0.00; 0.00; 0.00
114; 2019-01-26 00:31:33;15; 22.1;16; -2.6;78; 1010.1; 998.4; 0.0; 2.5; S; -5.9; -2.6; 0.00; 0.00; 0.00; 0.00; 0.00
115; 2019-01-26 00:46:33;15; 22.1;16; -2.6;78; 1010.0; 998.3; 0.0; 1.1; S; -5.9; -2.6; 0.00; 0.00; 0.00; 0.00; 0.00
116; 2019-01-26 01:01:33;15; 22.1;18; -2.3;79; 1009.7; 998.0; 1.1; 2.5; E; -5.4; -2.3; 0.00; 0.00; 0.00; 0.00; 0.00
117; 2019-01-26 01:16:33;15; 22.1;16; -2.5;79; 1009.5; 997.8; 1.1; 2.5; E; -5.6; -2.5; 0.00; 0.00; 0.00; 0.00; 0.00
118; 2019-01-26 01:31:33;15; 22.1;16; -2.5;79; 1009.2; 997.5; 1.1; 2.5; NNE; -5.6; -2.5; 0.00; 0.00; 0.00; 0.00; 0.00
119; 2019-01-26 01:46:33;15; 22.1;16; -2.5;80; 1009.0; 997.3; 1.1; 2.5; SE; -5.5; -2.5; 0.00; 0.00; 0.00; 0.00; 0.00
120; 2019-01-26 02:01:33;15; 22.1;16; -2.5;80; 1008.9; 997.2; 2.5; 5.0; E; -5.5; -2.5; 0.00; 0.00; 0.00; 0.00; 0.00
121; 2019-01-26 02:16:33;15; 22.1;16; -2.5;80; 1008.7; 997.0; 1.1; 2.5; SSW; -5.5; -2.5; 0.00; 0.00; 0.00; 0.00; 0.00
122; 2019-01-26 02:31:33;15; 22.1;16; -2.6;80; 1008.5; 996.8; 0.0; 1.1; SE; -5.6; -2.6; 0.00; 0.00; 0.00; 0.00; 0.00
123; 2019-01-26 02:46:33;15; 22.1;16; -2.6;80; 1008.4; 996.7; 1.1; 3.6; S; -5.6; -2.6; 0.00; 0.00; 0.00; 0.00; 0.00
124; 2019-01-26 03:01:33;15; 22.1;16; -2.8;80; 1008.3; 996.6; 1.1; 2.5; SE; -5.8; -2.8; 0.00; 0.00; 0.00; 0.00; 0.00
125; 2019-01-26 03:16:33;15; 22.1;16; -2.8;80; 1008.2; 996.5; 1.1; 2.5; SE; -5.8; -2.8; 0.00; 0.00; 0.00; 0.00; 0.00
126; 2019-01-26 03:31:33;15; 22.1;16; -2.8;80; 1008.2; 996.5; 0.0; 1.1; E; -5.8; -2.8; 0.00; 0.00; 0.00; 0.00; 0.00
127; 2019-01-26 03:46:33;15; 22.1;16; -2.8;80; 1008.1; 996.4; 1.1; 2.5; E; -5.8; -2.8; 0.00; 0.00; 0.00; 0.00; 0.00
128; 2019-01-26 04:01:33;15; 22.1;16; -2.8;80; 1007.7; 996.0; 2.5; 3.6; NE; -5.8; -2.8; 0.00; 0.00; 0.00; 0.00; 0.00
129; 2019-01-26 04:16:33;15; 22.1;16; -2.8;80; 1007.6; 995.9; 1.1; 2.5; E; -5.8; -2.8; 0.00; 0.00; 0.00; 0.00; 0.00
130; 2019-01-26 04:31:33;15; 22.1;16; -2.8;80; 1007.4; 995.7; 1.1; 2.5; E; -5.8; -2.8; 0.00; 0.00; 0.00; 0.00; 0.00
131; 2019-01-26 04:46:33;15; 22.1;16; -2.9;79; 1007.3; 995.6; 1.1; 2.5; SSE; -6.0; -2.9; 0.00; 0.00; 0.00; 0.00; 0.00
132; 2019-01-26 05:01:33;15; 22.1;16; -2.8;80; 1007.4; 995.7; 0.0; 0.0; SE; -5.8; -2.8; 0.00; 0.00; 0.00; 0.00; 0.00
133; 2019-01-26 05:16:33;15; 22.1;16; -2.7;80; 1007.3; 995.6; 1.1; 2.5; SW; -5.7; -2.7; 0.00; 0.00; 0.00; 0.00; 0.00
134; 2019-01-26 05:31:33;15; 22.1;16; -2.7;80; 1007.3; 995.6; 1.1; 3.6; S; -5.7; -2.7; 0.00; 0.00; 0.00; 0.00; 0.00
135; 2019-01-26 05:46:33;15; 22.0;16; -2.7;80; 1007.1; 995.4; 2.5; 3.6; SW; -5.7; -2.7; 0.00; 0.00; 0.00; 0.00; 0.00
136; 2019-01-26 06:01:33;15; 22.0;16; -2.8;79; 1006.9; 995.2; 2.5; 3.6; S; -5.9; -2.8; 0.00; 0.00; 0.00; 0.00; 0.00
137; 2019-01-26 06:16:33;15; 22.1;16; -3.0;79; 1006.9; 995.2; 0.0; 1.1; E; -6.1; -3.0; 0.00; 0.00; 0.00; 0.00; 0.00
138; 2019-01-26 06:31:33;15; 22.0;16; -3.0;79; 1007.0; 995.3; 1.1; 2.5; S; -6.1; -3.0; 0.00; 0.00; 0.00; 0.00; 0.00
139; 2019-01-26 06:46:33;15; 22.0;16; -3.0;79; 1006.7; 995.0; 1.1; 2.5; SE; -6.1; -3.0; 0.00; 0.00; 0.00; 0.00; 0.00
140; 2019-01-26 07:01:33;15; 22.0;16; -3.1;78; 1006.6; 994.9; 0.0; 1.1; SE; -6.4; -3.1; 0.00; 0.00; 0.00; 0.00; 0.00
141; 2019-01-26 07:16:33;15; 22.0;16; -3.3;78; 1006.6; 994.9; 1.1; 2.5; SE; -6.6; -3.3; 0.00; 0.00; 0.00; 0.00; 0.00
142; 2019-01-26 07:31:33;15; 22.0;16; -3.6;78; 1006.6; 994.9; 3.6; 6.1; S; -6.9; -3.6; 0.00; 0.00; 0.00; 0.00; 0.00
143; 2019-01-26 07:46:33;15; 22.0;16; -3.8;78; 1006.7; 995.0; 1.1; 2.5; ESE; -7.1; -3.8; 0.00; 0.00; 0.00; 0.00; 0.00
144; 2019-01-26 08:01:33;15; 22.0;16; -3.8;78; 1006.7; 995.0; 1.1; 2.5; S; -7.1; -3.8; 0.00; 0.00; 0.00; 0.00; 0.00
145; 2019-01-26 08:16:33;15; 22.0;16; -3.9;78; 1006.5; 994.8; 1.1; 2.5; E; -7.2; -3.9; 0.00; 0.00; 0.00; 0.00; 0.00
146; 2019-01-26 08:31:33;15; 22.0;16; -3.8;78; 1006.7; 995.0; 2.5; 3.6; E; -7.1; -3.8; 0.00; 0.00; 0.00; 0.00; 0.00
147; 2019-01-26 08:46:33;15; 22.0;16; -3.8;77; 1006.7; 995.0; 2.5; 3.6; ESE; -7.2; -3.8; 0.00; 0.00; 0.00; 0.00; 0.00
148; 2019-01-26 09:01:33;15; 22.0;16; -3.5;77; 1006.9; 995.2; 1.1; 2.5; S; -7.0; -3.5; 0.00; 0.00; 0.00; 0.00; 0.00
149; 2019-01-26 09:16:33;15; 22.1;16; -3.5;78; 1006.7; 995.0; 2.5; 3.6; E; -6.8; -3.5; 0.00; 0.00; 0.00; 0.00; 0.00
150; 2019-01-26 09:31:33;15; 22.1;16; -3.1;77; 1006.8; 995.1; 1.1; 2.5; SE; -6.6; -3.1; 0.00; 0.00; 0.00; 0.00; 0.00
151; 2019-01-26 09:46:33;15; 22.1;16; -2.7;77; 1006.9; 995.2; 1.1; 2.5; S; -6.2; -2.7; 0.00; 0.00; 0.00; 0.00; 0.00
